Year,ISO_Code,Countries,Economic Freedom Summary Index,Rank,Government consumption,Transfers and subsidies,Government investment,Top marginal income tax rate,Top marginal income and payroll tax rate,Top marginal tax rate,State ownership of assets,Size of Government,Judicial independence,Impartial courts,Protection of property rights,Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Legal Rights Adjustment,Legal System & Property Rights,Money growth,Standard deviation of inflation,Inflation: Most recent year, Freedom to own foreign currency bank accounts,Sound Money,Revenue from trade taxes (% of trade sector),Mean tariff rate,Standard deviation of tariff rates,Tariffs,Non-tariff trade barriers,Compliance costs of importing and exporting,Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to Trade Internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Regulatory Burden,Starting a business,Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
2017,FRA,France,7.35,50,2.84,2.3,8,5,2,3.5,7.44,4.82,7.11,5.57,7.51,8.33,8.33,6.43,6.81,7.78,6.54,0.95,6.99,8.16,9.94,9.79,10,9.48,9,8.98,6.7,8.23,5.35,9.96,7.66,10,7.18,5.38,7.74,6.77,8.16,8,8.82,10,8.94,2.23,2.6,6.71,4,8.13,10,5.61,3.04,8.89,9.88,6.29,7.93,8.44,7.41,7.32
2017,GAB,Gabon,5.88,138,4.48,9.81,10,5,2,3.5,3.68,6.29,,4.4,5.15,3.33,5,2.92,4.29,6.45,5.93,0.8,4.21,7.19,7.82,9.47,0,6.12,,6.46,6.11,6.28,5.58,3.57,4.57,10,6.6,1.54,0.22,2.79,5.91,5,9.33,10,8.11,7.23,5.8,6.02,8,8.5,10,7.59,4.44,2.67,8.94,3.69,6.42,2.92,4.84,6.85
2017,GBR,United Kingdom,8.09,7,5.33,5.48,8,6,2,4,8.24,6.21,8.56,6.98,8.72,10,8.33,4.39,8.02,8.31,6.68,1,7.78,9.47,9.71,9.49,10,9.67,9,8.98,6.7,8.23,6.98,9.31,8.15,10,8.29,4.62,9.07,7.33,8.43,8,8.63,10,8.88,8.9,6.9,7.96,8,8.53,10,8.38,5.02,6.44,9.86,7.17,9.52,8.82,7.8,8.35
2017,GEO,Georgia,7.94,12,5.42,6.91,8,10,10,10,7.59,7.58,4.27,4.1,6.19,5.3,,6.8,9.98,7.02,7.03,1,6.34,7.86,8.91,8.79,10,8.89,9.89,9.7,8.29,9.29,6.52,9.57,8.05,10,6.42,6.92,9.51,7.62,8.74,10,9.64,10,9.88,6.67,5.76,7.19,8,9.25,3,6.64,6.13,8.44,9.91,5.62,9.89,7.53,7.92,8.15
2017,GHA,Ghana,6.58,103,8.49,9.64,6,9,5,7,8.9,8.01,5.95,5.42,5.6,5,4.17,3.72,7.11,6.19,5.56,0.93,5.23,7.21,8.79,7.53,0,5.88,7.29,7.6,6.98,7.29,5.63,3.97,4.8,10,6.43,3.85,2.54,4.27,6.59,8,7.19,10,8.4,10,5.79,6.02,8,0,10,6.64,4.7,5.78,9.38,3.54,8.14,7.49,6.5,7.18
2017,GIN,Guinea,5.86,139,6.96,,6,5,3,4,4.64,5.4,2.5,2.76,5.88,0.83,4.17,5.39,6.6,1.97,4.08,0.7,3.24,9.09,8.8,8.22,5,7.78,,7.58,7.05,7.31,4.54,1.9,3.22,10,6.39,0.83,2.32,3.18,5.93,,10,10,10,5.57,4.82,7.51,6,8.13,0,5.34,4.18,2.44,9.1,3.21,8.45,5.52,5.48,6.94
2017,GMB,"Gambia, The",7.23,60,8.32,9.58,4,8,8,8,6.24,7.23,4.82,4.92,5.56,3.33,5.83,5.09,6.25,7.28,6.94,0.95,5.43,9.05,9.46,8.39,10,9.22,5.24,7.56,7.02,6.61,5.28,4.8,5.04,8.89,7.02,7.69,10,8.24,7.19,10,2.51,9,7.17,10,4.56,7.1,10,5.51,10,7.86,5.68,3.33,7.93,5,8.57,6.35,6.14,7.06
2017,GNB,Guinea-Bissau,5.23,151,8.85,,0,10,4,7,4.31,5.04,1.72,3,0,3.33,4.17,3.3,7.32,,,0.75,2.85,7.47,7.89,9.73,0,6.27,,7.56,7.02,7.29,8.03,4.33,6.18,10,,0.77,1.55,1.16,6.16,10,7.6,4,7.2,3.33,,,8,2.52,0,3.46,,2.67,8.75,,8.54,7.56,6.88,5.85
2017,GRC,Greece,6.59,102,5.19,3.99,4,4,0,2,6.77,4.39,4.53,2.16,4.79,8.33,7.5,4.13,8.04,5.49,6.57,1,5.73,7.63,9.5,9.78,5,7.98,9,8.98,6.7,8.23,6.5,9.42,7.96,10,5.02,0.77,7.74,4.51,7.68,10,10,10,10,5.57,4.16,5.66,6,5.51,3,4.98,2.21,6.67,9.58,3.89,8.91,7.84,6.52,7.17
2017,GTM,Guatemala,7.57,34,8.79,9.87,10,10,9,9.5,9.04,9.44,4.11,2.99,5.04,6.67,4.17,3.39,8.33,3.14,2.56,0.93,4.33,9.19,9.88,9.12,10,9.55,9.29,8.88,7.51,8.56,5.76,6.62,6.19,10,6.42,6.92,8.74,7.36,8.03,10,8.88,10,9.63,3.33,4.98,7.08,4,1.27,3,3.94,3.22,5.33,9.33,3.4,7.16,7.22,5.94,6.5
2017,GUY,Guyana,6.32,117,5.79,,6,5,5,5,6.11,5.72,3.86,5,4.53,6.67,2.5,4.45,7.64,5.8,4.38,0.93,4.8,9.96,8.92,9.62,5,8.37,,7.82,5.12,6.47,5.23,1.45,3.34,10,5.66,5.83,4.54,5.34,6.29,10,0,9,6.33,8.9,5.76,6.48,4,7.41,10,7.09,3.21,4.44,9.32,3.12,7.52,7.13,5.79,6.41
2017,HKG,Hong Kong,8.91,1,7.99,9.36,7,10,10,10,6.61,8.19,8.56,7.58,8.62,8.33,8.33,6.13,6.95,8.88,7.98,1,7.93,9.15,9.69,9.7,10,9.63,9.99,10,10,10,8.1,9.66,8.88,10,8.46,6.92,10,8.46,9.33,10,10,10,10,10,8,8.7,10,9.5,10,9.37,7.14,9.56,9.94,7.67,9.74,9.61,8.94,9.44
2017,HND,Honduras,7.16,63,7.31,10,8,9,9,9,9.88,8.84,3.01,3.11,4.89,4.17,3.33,2.86,7.58,3.05,2.16,0.95,3.7,8.04,9.24,9.21,10,9.12,9.53,8.86,6.85,8.41,5.16,4.54,4.85,10,5.94,2.31,8.63,5.63,7.22,10,9.63,9,9.54,0,4.49,5.78,8,2.52,10,5.13,2.76,4.44,9.16,3.18,9.37,7.49,6.07,6.91
2017,HRV,Croatia,7.26,56,4.3,4.3,10,5,1,3,6.99,5.72,2.86,1.66,4.32,8.33,7.5,4.64,7.8,5.87,7.24,1,5.58,8.65,9.78,9.77,10,9.55,9.91,8.98,6.7,8.53,6.7,9.96,8.33,10,5.39,4.62,7.63,5.88,8.18,8,10,10,9.33,5.57,2.6,6.52,6,7.51,10,6.36,1.45,6.89,9.17,3.27,8.52,7.69,6.16,7.29
2017,HTI,Haiti,6.49,110,9.07,9.92,7,8,,8,8.53,8.5,2.19,2.5,2.73,0,2.5,3.88,2.76,3.45,3.63,0.9,2.5,7.91,8.35,7.07,5,7.08,,8.24,5.78,7.01,4.95,7.26,6.11,10,4.2,6.15,10,6.78,7.47,8,7.48,9,8.16,6.67,4.69,6.27,10,10,10,7.94,2.73,0.22,4.75,2.02,9.28,7.94,4.49,6.86
2017,HUN,Hungary,7.27,54,3.29,5.66,6,10,4,7,5,5.39,3.52,2.78,4.27,10,6.67,4.99,8.03,5.77,7.63,1,5.96,9.91,9.53,9.53,10,9.74,9,8.98,6.7,8.23,5.43,9.96,7.7,10,6.27,3.85,7.74,5.95,7.97,8,9.14,9,8.71,7.23,5.59,6.38,4,7.76,10,6.83,3.33,6.89,9.59,3.42,7.78,6.9,6.32,7.29
2017,IDN,Indonesia,7.27,54,7.73,9.66,10,8,7,7.5,6.67,8.31,5.64,5.03,6.16,4.17,4.17,3.32,6.72,5.56,5.28,0.93,4.94,9.94,9.56,9.24,10,9.68,9.53,8.38,5.76,7.89,5.51,3.9,4.7,10,5.75,1.54,8.3,5.19,6.95,5,9.61,10,8.2,1.1,5.84,6.19,10,0,5,4.69,5.15,4.67,9.33,4.83,7.46,7.67,6.52,6.47
2017,IND,India,6.91,79,7.02,8.98,10,8,8,8,7.08,8.22,5.83,5.8,5.98,6.67,7.5,3.12,5.95,5.98,5.64,0.78,5.17,9.72,9.26,9.5,5,8.37,7.93,7.24,3.27,6.15,5.87,6.36,6.12,10,5.84,0,0.33,2.06,6.08,2,7.65,10,6.55,7.22,5.99,5.94,5,6.3,10,6.74,5.72,3.78,9.32,5.57,9.36,6.91,6.78,6.69
2017,IRL,Ireland,8.13,6,3.68,7.28,10,5,2,3.5,9.14,6.72,8.57,5.21,8.19,10,10,3.93,7.27,7.89,6.55,1,7.51,8.77,9.18,9.93,10,9.47,9,8.98,6.7,8.23,6.62,9.08,7.85,10,8.01,7.69,8.85,8.18,8.56,8,9.93,10,9.31,8.9,5.03,7.14,10,6.37,10,7.91,5,8,9.84,7.27,8.47,9.08,7.94,8.39
2017,IRN,Iran,5.72,143,5.29,7.99,4,7,7,7,3.03,5.46,4.26,3.59,4.77,7.5,6.67,5.49,7.54,5.59,5.73,0.61,4.58,8.42,3.67,9.96,10,8.01,7.52,4.68,0,4.07,4.94,4.39,4.66,9.3,3.77,0.83,0.44,1.68,4.93,0,9.22,10,6.41,7.77,4.47,5.31,8,2.52,1,4.84,3.61,1.33,7.67,4.29,8.79,7.58,5.54,5.6
2017,IRQ,Iraq,5.21,153,4.26,8.3,0,10,8,9,3.65,5.04,,2.7,,0,2.5,4.84,6.74,,,0.66,2.78,6,4.56,8,10,7.14,9.73,,,9.73,6.7,0.46,3.58,7.71,,2.31,0,1.15,5.54,,4.06,5,4.53,2.23,,,6,6.55,10,6.19,,0,8.69,,8.2,6.5,5.85,5.52
2017,ISL,Iceland,7.74,23,2.47,7.99,8,4,3,3.5,7.1,5.81,7.81,6.79,8.11,10,10,6.78,8.75,8.96,8.21,1,8.38,9.32,9.16,9.65,10,9.53,9.89,9.2,2.02,7.03,5.26,8.77,7.01,10,4.44,3.08,7.74,5.09,7.28,2,10,10,7.33,5.57,7.28,4.92,8,10,10,7.63,5.2,8.22,9.59,7.45,9.55,8.43,8.07,7.68
2017,ISR,Israel,7.53,38,3.19,6.57,10,5,5,5,7.57,6.47,8.23,5.64,7.53,4.17,8.33,3.46,6.93,6.89,6.71,0.93,6.2,7.99,9.59,9.95,10,9.38,9.69,9.24,6.82,8.59,5.96,7.33,6.65,10,6.97,6.15,9.85,7.66,8.22,10,8.74,10,9.58,8.9,5.81,7.08,8,2.52,0,5.38,4.45,8.22,9.59,6.12,7.54,7.32,7.21,7.39
2017,ITA,Italy,7.41,46,4.89,3.54,10,4,1,2.5,9.65,6.12,5.09,2.01,5.39,10,6.67,3.6,8.25,5.98,5.06,1,5.78,7.95,9.88,9.75,10,9.4,9,8.98,6.7,8.23,6.38,9.96,8.17,10,5.05,6.92,7.74,6.57,8.24,10,8.81,10,9.6,5.57,3.24,4.05,8,10,10,6.81,1.85,7.33,9.66,3.79,7.2,7.33,6.2,7.54
2017,JAM,Jamaica,7.17,61,7.47,8.38,7,8,5,6.5,7.96,7.46,6.38,4.11,5.93,10,3.33,3.27,6.42,4.51,2.87,0.95,5.07,5.4,9.45,9.12,10,8.49,1.31,8.3,5.51,5.04,6.54,5.69,6.12,10,7.03,1.54,10,6.19,6.84,10,9.67,9,9.56,8.9,5.02,7.17,10,6.55,10,7.94,3.67,5.56,9.86,4.04,8.61,6.95,6.45,7.98
2017,JOR,Jordan,7.44,43,5.84,8.22,10,10,5,7.5,6.2,7.55,6.59,5.14,6.46,6.67,5.83,3.73,6.72,8.15,6.5,0.55,4.81,9.35,9.28,9.34,10,9.49,9.15,8.02,3.98,7.05,5.02,6.73,5.87,10,5.58,6.15,10,7.25,7.54,10,6.16,10,8.72,7.77,5.24,7.09,6,10,10,7.68,4.23,4.44,9.35,5.33,9.82,8.58,6.96,7.79
2017,JPN,Japan,7.86,17,4.07,4.16,8,3,3,3,9.43,5.73,8.43,6.54,8.41,8.33,8.33,6.33,7.85,8.61,7.38,0.95,7.62,8.64,9.54,9.91,10,9.52,9.63,9.2,4.14,7.66,6.09,8.89,7.49,10,7.23,8.46,7.08,7.59,8.18,8,8.08,10,8.69,8.9,3.93,7.96,8,10,10,8.13,4.65,9.33,9.57,7.44,8.06,8.55,7.93,8.25
2017,KAZ,Kazakhstan,7.1,68,6.69,8.63,6,10,8,9,4.77,7.02,4.49,4.2,5.17,8.33,5.83,6.34,9.9,5.22,6.91,0.69,5.3,8.82,8.25,8.51,10,8.89,6.99,8.7,7.32,7.67,5.81,5.76,5.78,10,5.07,2.31,1.66,3.01,6.62,8,8.8,10,8.93,10,5.12,6.07,10,9.25,3,7.24,4.44,6,9.84,4.04,9.26,7.96,6.92,7.7
2017,KEN,Kenya,7.05,70,7.58,8.85,6,8,8,8,6.74,7.43,5.47,4.82,6.03,5.83,5,4.42,7.1,5.2,3.46,0.98,5.2,9.14,9.36,8.4,10,9.23,7.53,7.44,5.19,6.72,5.35,5.68,5.52,10,6.09,3.85,3.76,4.56,6.7,10,0,10,6.67,6.67,5.51,6.44,8,6.3,10,7.15,5.02,3.78,9,3.57,8.32,7.99,6.28,6.7
2017,KGZ,Kyrgyz Republic,6.92,77,6.58,7.22,6,10,7,8.5,6.84,7.03,3.5,3.34,4.23,5.2,,4.52,9.87,4.13,5.56,0.69,4.26,8.64,9.06,9.36,10,9.27,7.93,8.68,7.68,8.1,5.05,7.83,6.44,10,4.45,1.54,8.74,4.91,7.36,8,9.13,8,8.38,5,4.47,6.12,10,7.76,1,5.72,3.81,3.11,9.66,3.03,8.6,7.48,5.95,6.68
2017,KHM,Cambodia,7.44,43,9.84,9.61,8,10,10,10,7.97,9.08,2.6,3.17,4.86,6.8,,1.82,7.55,3.51,5.08,1,4.43,8.27,9.63,9.42,10,9.33,8.71,7.78,6.45,7.65,5.31,3.99,4.65,10,5.78,5.38,10,7.05,7.34,,10,9,9.5,6.67,5.33,5.78,10,6.3,5,6.51,4.15,4.22,6.08,3.25,4.99,8.06,5.13,7.05
2017,KOR,"Korea, South",7.59,33,4.65,7.08,10,7,5,6,7.44,7.04,4.82,4.52,6.71,6.67,8.33,7.51,8.22,7.29,6.32,0.93,6.47,9.11,9.69,9.61,10,9.6,9.57,7.26,0,5.61,5.52,9.59,7.55,10,5.47,6.15,10,7.21,7.59,8,10,10,9.33,5.57,4.31,6.64,10,2.52,0,4.84,3.66,9.78,9.72,4.64,9.99,7.89,7.61,7.26
2017,KWT,Kuwait,6.41,114,0.99,6.9,4,10,10,10,4.23,5.22,6.04,5.05,6,8.33,6.67,5.07,9.17,6.74,6.74,0.5,4.98,9.54,4.31,9.57,10,8.35,9.38,9.06,7.71,8.72,5.29,3.59,4.44,10,3.13,2.31,6.2,3.88,6.76,10,10,7,9,10,4.87,6.27,4,4.39,3,5.42,4.02,1.56,8.84,4,7.15,8.9,5.74,6.72
2017,LAO,Laos,6.67,95,6.91,9.89,4,9,9,9,1.55,6.27,4.72,4.54,4.83,7.5,,3.08,8.45,5.34,6.39,1,5.61,6.1,8.57,9.83,5,7.38,9.02,8.3,7.35,8.22,5.39,7.44,6.42,10,5.07,1.54,10,5.54,7.54,,8.25,10,9.13,5.57,4.63,6.69,10,1.02,1,4.82,4.7,2.44,6.6,4.84,9.41,5.94,5.66,6.53
2017,LBN,Lebanon,6.97,75,8.21,8.02,10,10,8,9,6.55,8.36,3.43,2.92,5.29,3.33,6.67,3.16,7.33,4.29,4.51,0.69,3.84,9.76,9.36,9.14,10,9.56,9.1,8.8,5.01,7.64,5.04,3.12,4.08,10,5.04,1.54,9.29,5.29,6.75,10,0,10,6.67,5.57,4.92,6.51,8,10,10,7.5,3.24,0.44,8.97,2.39,6.39,7.97,4.9,6.36
2017,LBR,Liberia,6.56,105,8.67,8.64,4,9,7,8,6.65,7.19,3.96,4.01,4.63,5,3.33,2.87,4.63,4.38,5.16,1,4.22,9.68,8.94,7.52,10,9.03,6.43,7.96,7.02,7.14,4.67,0,2.33,10,5.78,8.46,1.77,5.34,6.2,8,0,9,5.67,6.67,4.55,5.91,8,3.09,10,6.37,4.62,3.33,9.29,3.82,9.43,8.44,6.49,6.17
2017,LBY,Libya,4.45,161,0,,0,10,9,9.5,5.12,3.65,3.4,2.4,3.28,5,6.67,3.62,,4.66,2.45,0.82,3.58,7.12,4.57,4.3,10,6.5,,,,,5.75,4.26,5.01,0,5.01,0.77,0.33,2.04,2.35,,10,7,8.5,7.23,4.35,6.7,8,4.39,10,6.78,4.27,0,8.55,3.13,,0.03,3.2,6.16
2017,LKA,Sri Lanka,6.57,104,8.22,9.32,7,9,8,8.5,5.12,7.63,4.75,3.74,5.04,5,5.83,3.61,7.55,5.05,5.85,0.9,4.91,8.04,8.82,8.46,5,7.58,6.35,8.14,4.31,6.27,5.24,,5.24,10,5.4,0,0,1.8,5.83,5,7.74,10,7.58,10,4.07,6.66,8,0,10,6.45,3.41,5.56,9.61,3.47,9.5,8.55,6.68,6.91
2017,LSO,Lesotho,6.5,109,2.74,9.15,0,8,8,8,7.94,5.56,4.52,4.13,4.29,5.6,,3.93,6.56,7.55,8.96,0.88,5.35,8.79,8.21,8.94,5,7.73,2.48,8.48,5.65,5.54,3.52,9.8,6.66,10,4.16,1.54,5.09,3.6,6.45,10,10,9,9.67,6.67,4.17,4.31,8,6.55,10,6.62,4.72,4.44,9,3.12,7.91,6.33,5.92,7.4
2017,LTU,Lithuania,7.88,16,5.74,6.41,8,10,4,7,9.79,7.39,5.4,3.81,5.67,8.33,6.67,6.24,9.67,6.46,6.76,1,6.56,8.23,9.38,9.26,10,9.22,9,8.98,6.7,8.23,5.69,9.77,7.73,10,5.85,6.92,7.74,6.84,8.2,10,10,9,9.67,8.33,4.04,8.28,8,8.5,3,6.69,3.35,10,9.76,4.88,9.71,8.89,7.77,8.04
2017,LUX,Luxembourg,7.86,17,1.39,4.29,7,6,6,6,8.46,5.43,8.69,7.25,8.76,10,10,7.46,6.18,8.61,8.09,1,8.34,8.39,9.41,9.65,10,9.36,9,8.98,6.7,8.23,6.79,9.96,8.38,10,8.27,3.85,7.74,6.62,8.31,8,10,10,9.33,2.23,4.69,6.83,6,8.5,10,6.38,5.63,7.11,9.39,7.78,8.36,9.38,7.94,7.88
2017,LVA,Latvia,7.73,24,5.09,6.24,7,9,4,6.5,9.06,6.78,4.43,2.9,5.38,8.33,8.33,5.53,9.03,5.66,7.01,1,6.29,8.17,9.53,9.41,10,9.28,9,8.98,6.7,8.23,6.86,9.42,8.14,10,6.58,6.92,7.74,7.08,8.36,10,9.72,8,9.24,5,4.18,8.31,10,7.76,10,7.54,3.48,9.11,9.81,3.99,7.79,8.11,7.05,7.94
2017,MAR,Morocco,6.69,92,4.53,7.29,8,5,3,4,7.29,6.22,4.73,4.61,6.37,6.67,6.67,5.01,7.51,7.58,6.93,0.79,5.56,9.58,9.73,9.85,0,7.29,9.32,7.72,3.48,6.84,5.19,7.84,6.52,10,6.72,0.77,7.41,4.97,7.08,8,8.43,10,8.81,1.1,3.95,7.36,8,5.29,10,5.95,4.95,5.78,9.67,4.26,9.48,8.26,7.07,7.27
2017,MDA,Moldova,6.66,97,7.31,6.82,6,10,4,7,4.77,6.38,1.97,2.54,4.11,6.67,6.67,4.32,9.53,4.17,6.24,0.69,4.34,9.71,9.19,8.69,5,8.15,9.37,8.94,7.84,8.72,5.5,8.79,7.15,10,4.85,0.77,6.53,4.05,7.48,10,8.55,10,9.52,4.43,4.13,6.02,6,6.79,3,5.06,3.27,7.11,9.82,2.65,6.41,7.97,6.21,6.93
2017,MDG,Madagascar,6.14,126,8.14,9.04,4,10,7,8.5,8.23,7.58,2.28,4,3.57,1.67,4.17,2.96,5.12,5.25,3.8,0.64,2.98,7.69,9.49,8.34,5,7.63,8.43,7.68,7.26,7.79,1.95,5.07,3.51,10,5.35,0.77,10,5.37,6.67,10,7.17,5,7.39,0,3.84,6.18,8,7.12,1,4.36,3.41,3.33,9.4,2.53,7.84,7.95,5.74,5.83
2017,MEX,Mexico,6.93,76,7.29,6.35,10,8,8,8,7.85,7.9,3.15,3.04,5.05,5,2.5,6.09,7.64,2.38,2.81,1,4.18,8.46,9.31,8.79,5,7.89,9.79,8.62,5.92,8.11,5.87,8.47,7.17,10,7.03,1.54,7.3,5.29,7.64,8,9.41,10,9.14,6.67,4.03,6.91,8,4.82,3,5.57,2.81,6.89,9.59,2.64,9.37,7.3,6.43,7.05
2017,MKD,Macedonia (North Macedonia),7.02,73,6.34,4.55,7,10,7,8.5,7.32,6.74,2.23,2.1,4.11,5.6,,3.94,8.38,4.13,5.7,0.9,4.31,8.55,9.28,9.73,5,8.14,9.57,8.64,6.55,8.25,5.22,9.6,7.41,10,6.08,3.08,8.52,5.89,7.89,10,9.12,10,9.71,6.1,4.46,5.55,8,7.76,10,6.98,3.13,8.44,9.54,5.05,9.43,8.67,7.38,8.02
2017,MLI,Mali,5.91,136,6.45,9.89,2,5,1,3,7.21,5.71,3.69,3.91,4.3,4.17,5,2.63,5.8,3.67,3.82,0.68,3.46,9.91,9.65,9.65,0,7.3,8.03,7.56,7.02,7.54,4.46,5.31,4.88,10,4.41,0.77,10,5.06,6.87,10,8.11,5,7.7,4.43,4.96,5.14,8,7.57,0,5.02,4.05,3.33,9.03,2.9,8.89,6.97,5.86,6.2
2017,MLT,Malta,7.97,11,4.32,7.01,10,7,7,7,,7.08,5.52,4.56,6.87,10,8.33,5.35,5.31,5.92,7.55,0.95,6.45,8.6,9.87,9.73,10,9.55,9,8.98,6.7,8.23,7.04,9.36,8.2,10,7.09,6.92,7.74,7.25,8.42,10,10,10,10,7.23,5.1,7.76,8,10,10,8.02,4.64,6.89,9.41,4.55,8.14,8.44,7.01,8.34
2017,MMR,Myanmar,5.63,148,3.8,9.94,7,9,9,9,4.3,6.81,2.7,3.9,3.41,2.5,5,1.87,7.05,,3.94,0.9,3.61,8.14,9.45,9.09,0,6.67,9.25,8.7,7.35,8.43,,0.89,0.89,10,3.85,0.77,0,1.54,5.21,0,8.04,10,6.01,7.77,,,8,4.01,0,4.95,,5.33,9.29,2.18,9.36,6.84,6.6,5.85
2017,MNE,Montenegro,6.84,83,5.94,,4,10,4,7,6.79,5.93,4.52,4.28,5.18,6.3,,4.8,7.64,5.18,5.89,0.79,4.89,8.82,9.26,9.52,5,8.15,7.8,9.24,7.92,8.32,5.79,9.23,7.51,10,5.59,6.92,8.08,6.86,8.17,10,0,10,6.67,6.67,4.7,6.85,10,7.76,10,7.66,4.57,7.11,9.6,4.33,8.42,6.64,6.78,7.04
2017,MNG,Mongolia,7.43,45,5.79,7.59,10,10,8,9,6.92,7.86,3.14,3.65,4.37,8.33,6.67,6.25,9.11,5.28,6.74,0.95,5.81,8.72,8.49,9.19,10,9.1,8.79,8.96,9.08,8.95,5.01,2.59,3.8,10,4.57,5.38,2.54,4.17,6.73,,8.9,10,9.45,10,4.5,8.08,6,9.25,3,6.81,3.51,6.67,9.63,2.91,8.68,8.5,6.65,7.63
2017,MOZ,Mozambique,5.6,149,3.82,9.53,2,7,5,6,5.77,5.43,2.86,2.77,4.32,6.67,5,1.76,7.48,2.95,3.99,0.95,4.1,7.66,8.12,6.98,5,6.94,9.12,7.98,7.05,8.05,4.36,7.4,5.88,10,5.57,0,0.89,2.15,6.52,10,0,9,6.33,3.33,3.8,5.28,6,0,0,3.07,3.51,2.44,8.19,2.72,8.98,7.76,5.6,5
2017,MRT,Mauritania,6.11,128,3.5,,7,6,6,6,6.95,5.86,2.48,1.94,2.34,4.7,,6.27,7.59,5.74,5.68,0.61,3.71,9.49,8.16,9.55,5,8.05,,7.6,7.17,7.38,2.63,5.56,4.09,10,3.53,3.33,1,2.62,6.02,10,8.52,9,9.17,4.43,3.65,6.1,8,7.94,5,5.85,2.98,2.44,9.64,2.74,9.22,6.97,5.66,6.9
2017,MUS,Mauritius,8.07,9,6.81,8.48,7,10,8,9,8.95,8.05,6.68,5.71,6.69,9,,5.25,9.48,5.99,6.78,0.98,6.86,8.83,9.66,9.27,10,9.44,9.82,9.86,8.79,9.49,6.2,8.54,7.37,10,6.51,4.62,10,7.04,8.48,8,7.52,10,8.51,6.67,5.64,6.17,10,0,10,6.41,4.42,8.89,9.83,4.82,9.32,8.3,7.6,7.5
